Latitude (decimal degrees):	45.752
Longitude (decimal degrees):	4.949
Elevation (m):	195
Radiation database:	PVGIS-SARAH2


Slope: 37 deg. (optimum)
Azimuth: -2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20180119:0910,72.33,99.05,14.6,5.88,0.69,0.0
20180119:1010,22.07,39.44,20.11,7.33,1.66,0.0
20180119:1110,407.28,479.96,23.28,7.56,1.79,0.0
20180119:1210,104.03,136.24,23.75,7.76,1.45,0.0
20180119:1310,432.81,514.52,21.45,8.31,1.24,0.0
20180119:1410,159.27,198.02,16.67,8.63,1.52,0.0
20180119:1510,44.94,67.97,9.87,8.58,1.03,0.0
20180119:1610,0.0,0.0,0.0,7.9,1.38,0.0
20180119:1710,0.0,0.0,0.0,6.46,1.45,0.0
20180119:1810,0.0,0.0,0.0,5.72,1.38,0.0
20180119:1910,0.0,0.0,0.0,4.76,1.72,0.0
20180119:2010,0.0,0.0,0.0,3.97,1.79,0.0
20180119:2110,0.0,0.0,0.0,2.91,1.86,0.0
20180119:2210,0.0,0.0,0.0,2.03,1.59,0.0
20180119:2310,0.0,0.0,0.0,1.83,1.38,0.0
20180120:0010,0.0,0.0,0.0,0.95,1.59,0.0
20180120:0110,0.0,0.0,0.0,0.32,1.52,0.0
20180120:0210,0.0,0.0,0.0,-0.59,1.66,0.0
20180120:0310,0.0,0.0,0.0,-0.63,1.59,0.0
20180120:0410,0.0,0.0,0.0,0.11,1.66,0.0
20180120:0510,0.0,0.0,0.0,0.96,1.79,0.0
20180120:0610,0.0,0.0,0.0,1.55,2.0,0.0
20180120:0710,0.0,0.0,0.0,2.56,2.34,0.0
20180120:0810,11.46,24.76,7.38,3.11,2.83,0.0
20180120:0910,32.13,51.36,14.76,3.76,3.66,0.0
20180120:1010,46.7,68.78,20.29,4.18,4.21,0.0
20180120:1110,67.4,92.63,23.48,4.28,5.24,0.0
20180120:1210,102.79,131.83,23.96,3.52,5.52,0.0
20180120:1310,55.59,78.87,21.68,3.54,5.31,0.0
20180120:1410,35.08,55.03,16.89,4.43,5.45,0.0
20180120:1510,14.66,29.35,10.09,5.18,4.69,0.0
20180120:1610,0.0,0.0,0.0,5.74,4.21,0.0
20180120:1710,0.0,0.0,0.0,6.15,3.66,0.0
20180120:1810,0.0,0.0,0.0,6.5,3.45,0.0
20180120:1910,0.0,0.0,0.0,6.72,3.03,0.0
20180120:2010,0.0,0.0,0.0,7.17,3.17,0.0
20180120:2110,0.0,0.0,0.0,7.77,3.31,0.0
20180120:2210,0.0,0.0,0.0,8.49,2.97,0.0
20180120:2310,0.0,0.0,0.0,9.36,3.17,0.0
20180121:0010,0.0,0.0,0.0,9.42,3.86,0.0
20180121:0110,0.0,0.0,0.0,8.94,3.93,0.0
20180121:0210,0.0,0.0,0.0,8.73,3.66,0.0
20180121:0310,0.0,0.0,0.0,8.25,3.93,0.0
20180121:0410,0.0,0.0,0.0,7.96,3.86,0.0
20180121:0510,0.0,0.0,0.0,7.67,3.93,0.0
20180121:0610,0.0,0.0,0.0,7.39,3.66,0.0
20180121:0710,0.0,0.0,0.0,7.78,3.66,0.0
20180121:0810,151.69,189.56,7.52,7.63,2.9,0.0
20180121:0910,22.05,39.44,14.92,7.66,2.34,0.0
20180121:1010,35.95,56.86,20.48,7.71,2.62,0.0
20180121:1110,35.13,55.94,23.69,8.06,2.28,0.0
20180121:1210,41.86,64.2,24.19,8.24,1.86,0.0
20180121:1310,50.38,74.29,21.91,7.94,2.21,0.0
20180121:1410,15.79,31.18,17.12,7.65,1.66,0.0
20180121:1510,12.47,26.6,10.31,7.41,0.69,0.0
20180121:1610,0.0,0.0,0.0,7.19,1.03,0.0
20180121:1710,0.0,0.0,0.0,6.8,1.1,0.0
20180121:1810,0.0,0.0,0.0,6.67,1.45,0.0
20180121:1910,0.0,0.0,0.0,6.43,1.31,0.0
20180121:2010,0.0,0.0,0.0,6.45,1.38,0.0
20180121:2110,0.0,0.0,0.0,6.61,1.66,0.0
20180121:2210,0.0,0.0,0.0,6.89,1.79,0.0
20180121:2310,0.0,0.0,0.0,7.25,1.79,0.0
20180122:0010,0.0,0.0,0.0,7.72,1.79,0.0
20180122:0110,0.0,0.0,0.0,8.0,1.66,0.0
20180122:0210,0.0,0.0,0.0,8.16,1.79,0.0
20180122:0310,0.0,0.0,0.0,8.25,2.07,0.0
20180122:0410,0.0,0.0,0.0,8.38,2.14,0.0
20180122:0510,0.0,0.0,0.0,8.55,2.0,0.0
20180122:0610,0.0,0.0,0.0,8.65,1.79,0.0
20180122:0710,0.0,0.0,0.0,8.69,1.45,0.0
20180122:0810,39.33,61.23,7.67,8.78,1.72,0.0
20180122:0910,74.18,102.36,15.09,9.22,1.93,0.0
20180122:1010,109.38,142.91,20.67,9.62,2.14,0.0
20180122:1110,122.81,158.65,23.91,10.1,2.28,0.0
20180122:1210,196.65,242.72,24.42,11.14,2.28,0.0
20180122:1310,27.91,47.69,22.14,12.04,2.48,0.0
20180122:1410,33.83,55.03,17.36,11.28,2.48,0.0
20180122:1510,12.23,26.6,10.54,11.23,2.41,0.0
20180122:1610,0.0,0.0,0.0,10.84,1.93,0.0
20180122:1710,0.0,0.0,0.0,9.87,1.86,0.0
20180122:1810,0.0,0.0,0.0,9.33,1.93,0.0
20180122:1910,0.0,0.0,0.0,10.49,3.93,0.0
20180122:2010,0.0,0.0,0.0,10.12,4.28,0.0
20180122:2110,0.0,0.0,0.0,9.69,4.41,0.0
20180122:2210,0.0,0.0,0.0,9.22,4.62,0.0
20180122:2310,0.0,0.0,0.0,8.67,4.41,0.0
20180123:0010,0.0,0.0,0.0,8.27,4.14,0.0
20180123:0110,0.0,0.0,0.0,7.71,3.79,0.0
20180123:0210,0.0,0.0,0.0,7.56,3.38,0.0
20180123:0310,0.0,0.0,0.0,7.33,2.69,0.0
20180123:0410,0.0,0.0,0.0,6.9,2.0,0.0
20180123:0510,0.0,0.0,0.0,6.42,1.79,0.0
20180123:0610,0.0,0.0,0.0,6.36,1.72,0.0
20180123:0710,0.0,0.0,0.0,4.96,1.59,0.0
20180123:0810,93.94,123.3,7.82,4.92,1.24,0.0
20180123:0910,212.45,256.81,15.26,7.11,0.69,0.0
20180123:1010,639.72,780.39,20.87,8.81,1.1,0.0
20180123:1110,669.16,815.46,24.13,9.52,1.72,0.0
20180123:1210,674.58,825.8,24.65,9.97,1.66,0.0
20180123:1310,669.59,817.81,22.38,10.35,1.79,0.0
20180123:1410,506.96,610.43,17.59,10.46,1.52,0.0
20180123:1510,351.11,425.68,10.77,10.41,1.24,0.0
20180123:1610,0.0,0.0,0.0,9.76,0.97,0.0
20180123:1710,0.0,0.0,0.0,8.85,0.62,0.0
20180123:1810,0.0,0.0,0.0,8.51,0.55,0.0
20180123:1910,0.0,0.0,0.0,8.89,0.76,0.0
20180123:2010,0.0,0.0,0.0,8.19,0.97,0.0
20180123:2110,0.0,0.0,0.0,7.35,1.17,0.0
20180123:2210,0.0,0.0,0.0,7.14,1.1,0.0
20180123:2310,0.0,0.0,0.0,7.05,1.03,0.0
20180124:0010,0.0,0.0,0.0,6.7,1.03,0.0
20180124:0110,0.0,0.0,0.0,6.17,1.1,0.0
20180124:0210,0.0,0.0,0.0,5.91,1.17,0.0
20180124:0310,0.0,0.0,0.0,5.45,1.31,0.0
20180124:0410,0.0,0.0,0.0,5.35,1.17,0.0
20180124:0510,0.0,0.0,0.0,5.3,1.03,0.0
20180124:0610,0.0,0.0,0.0,5.12,1.03,0.0
20180124:0710,0.0,0.0,0.0,5.12,1.17,0.0
20180124:0810,228.59,273.4,7.98,3.88,1.52,0.0
20180124:0910,341.26,400.66,15.44,6.43,1.66,0.0
20180124:1010,667.46,800.13,21.08,8.96,2.55,0.0
20180124:1110,675.18,808.5,24.35,11.13,3.93,0.0
20180124:1210,682.9,817.92,24.89,12.62,4.9,0.0
20180124:1310,649.93,776.49,22.63,13.41,5.31,0.0
20180124:1410,357.83,426.46,17.84,13.36,4.9,0.0
20180124:1510,306.98,369.31,11.0,12.7,5.66,0.0
20180124:1610,1.49,9.17,2.66,11.55,5.45,0.0
20180124:1710,0.0,0.0,0.0,10.45,5.59,0.0
20180124:1810,0.0,0.0,0.0,9.86,5.66,0.0
20180124:1910,0.0,0.0,0.0,9.46,5.59,0.0
20180124:2010,0.0,0.0,0.0,9.1,5.38,0.0
20180124:2110,0.0,0.0,0.0,8.75,5.17,0.0
20180124:2210,0.0,0.0,0.0,8.39,4.97,0.0
20180124:2310,0.0,0.0,0.0,8.15,4.62,0.0
20180125:0010,0.0,0.0,0.0,7.89,4.41,0.0
20180125:0110,0.0,0.0,0.0,7.85,4.41,0.0
20180125:0210,0.0,0.0,0.0,7.82,4.55,0.0
20180125:0310,0.0,0.0,0.0,7.86,4.69,0.0
20180125:0410,0.0,0.0,0.0,7.79,4.83,0.0
20180125:0510,0.0,0.0,0.0,7.72,4.9,0.0
20180125:0610,0.0,0.0,0.0,7.94,4.97,0.0
20180125:0710,0.0,0.0,0.0,8.78,5.38,0.0
20180125:0810,174.51,215.46,8.14,9.09,5.59,0.0
20180125:0910,68.8,96.1,15.63,9.93,6.0,0.0
20180125:1010,339.84,400.03,21.29,10.83,5.66,0.0
20180125:1110,355.09,418.53,24.59,11.57,6.28,0.0
20180125:1210,141.95,180.44,25.14,11.81,6.48,0.0
20180125:1310,33.8,55.03,22.88,11.89,6.07,0.0
20180125:1410,24.41,43.1,18.08,11.73,4.48,0.0
20180125:1510,10.31,23.84,11.24,11.71,7.1,0.0
20180125:1610,0.0,2.75,2.89,11.5,6.55,0.0
20180125:1710,0.0,0.0,0.0,11.33,6.21,0.0
20180125:1810,0.0,0.0,0.0,11.32,6.0,0.0
20180125:1910,0.0,0.0,0.0,11.14,6.07,0.0
20180125:2010,0.0,0.0,0.0,10.85,6.0,0.0
20180125:2110,0.0,0.0,0.0,10.58,5.86,0.0
20180125:2210,0.0,0.0,0.0,10.31,5.59,0.0
20180125:2310,0.0,0.0,0.0,10.04,5.38,0.0
20180126:0010,0.0,0.0,0.0,9.94,5.24,0.0
20180126:0110,0.0,0.0,0.0,9.93,4.97,0.0
20180126:0210,0.0,0.0,0.0,9.74,4.55,0.0
20180126:0310,0.0,0.0,0.0,9.57,3.72,0.0
20180126:0410,0.0,0.0,0.0,9.2,2.21,0.0
20180126:0510,0.0,0.0,0.0,8.25,1.93,0.0
20180126:0610,0.0,0.0,0.0,6.46,3.1,0.0
20180126:0710,0.0,0.0,0.0,5.81,2.62,0.0
20180126:0810,15.34,30.26,8.31,5.02,2.55,0.0
20180126:0910,47.34,69.7,15.83,4.46,2.34,0.0
20180126:1010,38.92,59.61,21.51,3.95,2.14,0.0
20180126:1110,63.52,88.04,24.83,3.24,2.34,0.0
20180126:1210,112.05,142.4,25.39,3.01,1.93,0.0
20180126:1310,94.25,122.6,23.14,2.94,1.86,0.0
20180126:1410,24.06,41.27,18.33,2.74,1.66,0.0
20180126:1510,32.26,51.36,11.48,2.72,1.72,0.0
20180126:1610,0.34,6.42,3.12,2.72,1.79,0.0
20180126:1710,0.0,0.0,0.0,2.91,2.0,0.0
20180126:1810,0.0,0.0,0.0,3.26,2.28,0.0
20180126:1910,0.0,0.0,0.0,4.48,2.28,0.0
20180126:2010,0.0,0.0,0.0,4.79,2.48,0.0
20180126:2110,0.0,0.0,0.0,5.07,2.9,0.0
20180126:2210,0.0,0.0,0.0,5.29,3.17,0.0
20180126:2310,0.0,0.0,0.0,5.41,3.52,0.0
20180127:0010,0.0,0.0,0.0,5.35,3.79,0.0
20180127:0110,0.0,0.0,0.0,5.27,3.66,0.0
20180127:0210,0.0,0.0,0.0,5.33,3.66,0.0
20180127:0310,0.0,0.0,0.0,5.31,3.31,0.0
20180127:0410,0.0,0.0,0.0,5.23,3.03,0.0
20180127:0510,0.0,0.0,0.0,5.25,2.76,0.0
20180127:0610,0.0,0.0,0.0,5.17,2.55,0.0
20180127:0710,0.0,0.0,0.0,5.06,2.48,0.0
20180127:0810,7.54,19.26,8.49,5.27,2.21,0.0
20180127:0910,25.14,43.1,16.03,5.83,2.55,0.0
20180127:1010,33.89,54.11,21.73,6.52,1.79,0.0
20180127:1110,52.05,76.12,25.07,7.23,1.31,0.0
20180127:1210,198.91,242.53,25.65,7.76,1.59,0.0
20180127:1310,95.06,126.25,23.4,8.09,1.45,0.0
20180127:1410,33.55,54.11,18.59,8.41,1.38,0.0
20180127:1510,36.9,58.14,11.73,8.38,2.28,0.0
20180127:1610,0.0,5.5,3.35,8.03,2.28,0.0
20180127:1710,0.0,0.0,0.0,7.52,1.66,0.0
20180127:1810,0.0,0.0,0.0,7.06,1.1,0.0
20180127:1910,0.0,0.0,0.0,5.57,1.45,0.0
20180127:2010,0.0,0.0,0.0,5.04,1.03,0.0
20180127:2110,0.0,0.0,0.0,5.48,0.83,0.0
20180127:2210,0.0,0.0,0.0,3.69,1.38,0.0
20180127:2310,0.0,0.0,0.0,2.5,1.45,0.0
20180128:0010,0.0,0.0,0.0,1.5,1.38,0.0
20180128:0110,0.0,0.0,0.0,1.05,1.1,0.0
20180128:0210,0.0,0.0,0.0,0.95,0.97,0.0
20180128:0310,0.0,0.0,0.0,0.53,0.97,0.0
20180128:0410,0.0,0.0,0.0,0.37,0.97,0.0
20180128:0510,0.0,0.0,0.0,-0.46,1.03,0.0
20180128:0610,0.0,0.0,0.0,-0.68,0.97,0.0
20180128:0710,0.0,0.0,0.0,0.15,1.03,0.0
20180128:0810,155.56,189.2,8.67,0.73,1.03,0.0
20180128:0910,169.74,203.96,16.23,1.65,0.97,0.0
20180128:1010,662.22,792.58,21.96,3.3,0.76,0.0
20180128:1110,605.67,727.14,25.32,5.24,0.76,0.0
20180128:1210,707.81,865.25,25.92,7.09,1.17,0.0
20180128:1310,676.05,820.21,23.66,8.26,1.59,0.0
20180128:1410,497.15,589.83,18.85,8.42,1.86,0.0
20180128:1510,346.36,413.55,11.97,8.35,1.79,0.0
20180128:1610,12.42,27.35,3.58,7.89,1.45,0.0
20180128:1710,0.0,0.0,0.0,7.34,1.72,0.0
20180128:1810,0.0,0.0,0.0,6.93,1.86,0.0
20180128:1910,0.0,0.0,0.0,6.66,1.79,0.0
20180128:2010,0.0,0.0,0.0,6.49,1.72,0.0
20180128:2110,0.0,0.0,0.0,6.49,1.59,0.0
20180128:2210,0.0,0.0,0.0,6.42,1.52,0.0
20180128:2310,0.0,0.0,0.0,6.33,1.59,0.0
20180129:0010,0.0,0.0,0.0,6.29,1.52,0.0
20180129:0110,0.0,0.0,0.0,6.22,1.52,0.0
20180129:0210,0.0,0.0,0.0,6.09,1.38,0.0
20180129:0310,0.0,0.0,0.0,6.01,1.31,0.0
20180129:0410,0.0,0.0,0.0,6.0,1.24,0.0
20180129:0510,0.0,0.0,0.0,6.01,1.24,0.0
20180129:0610,0.0,0.0,0.0,6.05,1.17,0.0
20180129:0710,0.0,0.0,0.0,6.43,0.76,0.0
20180129:0810,102.87,134.6,8.86,6.73,0.48,0.0
20180129:0910,71.05,98.36,16.44,7.25,0.34,0.0
20180129:1010,162.52,202.26,22.2,8.08,0.9,0.0
20180129:1110,190.16,234.04,25.58,8.54,1.1,0.0
20180129:1210,64.84,91.71,26.18,8.83,1.24,0.0
20180129:1310,50.75,75.2,23.93,9.38,1.59,0.0
20180129:1410,37.84,59.61,19.11,9.45,1.59,0.0
20180129:1510,28.23,47.69,12.22,9.54,0.9,0.0
20180129:1610,0.68,7.34,3.82,9.43,0.83,0.0
20180129:1710,0.0,0.0,0.0,8.94,1.24,0.0
20180129:1810,0.0,0.0,0.0,8.55,1.24,0.0
20180129:1910,0.0,0.0,0.0,7.81,1.03,0.0
20180129:2010,0.0,0.0,0.0,7.58,0.9,0.0
20180129:2110,0.0,0.0,0.0,7.44,0.76,0.0
20180129:2210,0.0,0.0,0.0,7.33,0.9,0.0
20180129:2310,0.0,0.0,0.0,7.39,1.1,0.0
20180130:0010,0.0,0.0,0.0,7.4,1.38,0.0
20180130:0110,0.0,0.0,0.0,7.49,1.52,0.0
20180130:0210,0.0,0.0,0.0,7.44,1.59,0.0
20180130:0310,0.0,0.0,0.0,7.38,1.66,0.0
20180130:0410,0.0,0.0,0.0,7.28,1.86,0.0
20180130:0510,0.0,0.0,0.0,7.16,2.0,0.0
20180130:0610,0.0,0.0,0.0,7.11,2.07,0.0
20180130:0710,0.0,0.0,0.0,7.06,1.38,0.0
20180130:0810,139.62,176.11,9.05,7.1,1.38,0.0
20180130:0910,50.47,74.29,16.66,7.55,2.07,0.0
20180130:1010,69.87,97.21,22.44,8.27,2.41,0.0
20180130:1110,67.24,94.46,25.84,9.19,2.9,0.0
20180130:1210,65.54,92.63,26.46,9.59,2.9,0.0
20180130:1310,41.52,64.2,24.21,10.06,2.83,0.0
20180130:1410,42.96,66.03,19.37,10.45,2.97,0.0
20180130:1510,54.45,79.74,12.48,10.45,2.83,0.0
20180130:1610,1.51,9.17,4.06,9.79,2.28,0.0
20180130:1710,0.0,0.0,0.0,8.55,2.14,0.0
20180130:1810,0.0,0.0,0.0,7.93,2.0,0.0
20180130:1910,0.0,0.0,0.0,7.52,1.24,0.0
20180130:2010,0.0,0.0,0.0,6.74,1.31,0.0
20180130:2110,0.0,0.0,0.0,6.05,1.38,0.0
20180130:2210,0.0,0.0,0.0,5.64,1.24,0.0
20180130:2310,0.0,0.0,0.0,5.45,1.17,0.0
20180131:0010,0.0,0.0,0.0,5.35,1.1,0.0
20180131:0110,0.0,0.0,0.0,4.89,1.17,0.0
20180131:0210,0.0,0.0,0.0,4.49,1.24,0.0
20180131:0310,0.0,0.0,0.0,3.88,1.31,0.0
20180131:0410,0.0,0.0,0.0,3.67,1.17,0.0
20180131:0510,0.0,0.0,0.0,3.1,1.17,0.0
20180131:0610,0.0,0.0,0.0,3.17,1.17,0.0
20180131:0710,0.0,0.0,0.0,3.39,1.59,0.0
20180131:0810,135.87,169.19,9.25,3.58,1.66,0.0
20180131:0910,261.5,309.16,16.88,6.06,1.86,0.0
20180131:1010,664.66,795.96,22.69,8.03,2.28,0.0
20180131:1110,727.53,886.67,26.11,9.54,2.28,0.0
20180131:1210,720.14,875.77,26.74,10.72,2.83,0.0
20180131:1310,703.41,847.61,24.48,11.57,3.72,0.0
20180131:1410,524.63,622.72,19.64,12.05,4.21,0.0
20180131:1510,364.0,436.25,12.73,11.89,3.86,0.0
20180131:1610,18.68,36.38,4.3,10.81,3.79,0.0
20180131:1710,0.0,0.0,0.0,9.22,4.07,0.0
20180131:1810,0.0,0.0,0.0,8.41,4.34,0.0
20180131:1910,0.0,0.0,0.0,8.43,4.83,0.0
20180131:2010,0.0,0.0,0.0,8.19,4.76,0.0
20180131:2110,0.0,0.0,0.0,7.9,4.76,0.0
20180131:2210,0.0,0.0,0.0,7.67,4.62,0.0
20180131:2310,0.0,0.0,0.0,7.23,4.41,0.0
20180201:0010,0.0,0.0,0.0,6.82,4.21,0.0
20180201:0110,0.0,0.0,0.0,6.77,4.28,0.0
20180201:0210,0.0,0.0,0.0,6.55,4.14,0.0
20180201:0310,0.0,0.0,0.0,6.31,3.93,0.0
20180201:0410,0.0,0.0,0.0,6.1,3.72,0.0
20180201:0510,0.0,0.0,0.0,6.06,3.66,0.0
20180201:0610,0.0,0.0,0.0,6.05,3.17,0.0
20180201:0710,0.0,0.0,0.0,5.84,1.93,0.0
20180201:0810,48.15,70.89,9.46,5.34,1.72,0.0
20180201:0910,39.37,60.53,17.11,5.43,1.59,0.0
20180201:1010,65.0,90.79,22.94,5.94,1.59,0.0
20180201:1110,155.19,193.14,26.38,6.62,1.24,0.0
20180201:1210,45.14,67.87,27.02,6.96,0.97,0.0
20180201:1310,706.81,863.09,24.77,7.43,1.31,0.0
20180201:1410,493.62,584.17,19.92,7.34,1.66,0.0
20180201:1510,231.15,277.46,12.99,6.52,1.79,0.0
20180201:1610,78.87,112.09,4.54,5.78,1.03,0.0
20180201:1710,0.0,0.0,0.0,5.2,0.28,0.0
20180201:1810,0.0,0.0,0.0,3.86,0.97,0.0
20180201:1910,0.0,0.0,0.0,2.33,1.38,0.0
20180201:2010,0.0,0.0,0.0,2.31,1.17,0.0
20180201:2110,0.0,0.0,0.0,0.68,1.86,0.0
20180201:2210,0.0,0.0,0.0,1.5,2.0,0.0
20180201:2310,0.0,0.0,0.0,1.41,2.21,0.0
20180202:0010,0.0,0.0,0.0,1.35,2.07,0.0
20180202:0110,0.0,0.0,0.0,0.63,1.93,0.0
20180202:0210,0.0,0.0,0.0,-0.01,1.72,0.0
20180202:0310,0.0,0.0,0.0,-0.72,1.66,0.0
20180202:0410,0.0,0.0,0.0,-1.11,1.59,0.0
20180202:0510,0.0,0.0,0.0,-1.28,1.59,0.0
20180202:0610,0.0,0.0,0.0,-0.96,1.52,0.0
20180202:0710,0.0,0.0,0.0,-1.47,1.86,0.0
20180202:0810,105.01,132.48,9.67,-0.71,1.72,0.0
20180202:0910,186.92,222.82,17.35,2.51,2.07,0.0
20180202:1010,388.68,447.64,23.2,3.87,2.76,0.0
20180202:1110,352.4,407.76,26.66,4.93,3.52,0.0
20180202:1210,389.09,449.49,27.31,5.4,3.86,0.0
20180202:1310,565.68,655.23,25.05,5.89,3.93,0.0
20180202:1410,100.05,130.15,20.19,6.07,3.93,0.0
20180202:1510,84.85,112.83,13.25,5.76,3.66,0.0
20180202:1610,37.15,59.69,4.79,5.28,3.1,0.0
20180202:1710,0.0,0.0,0.0,4.39,2.69,0.0
20180202:1810,0.0,0.0,0.0,3.44,2.69,0.0
20180202:1910,0.0,0.0,0.0,2.65,2.55,0.0
20180202:2010,0.0,0.0,0.0,2.02,2.48,0.0
20180202:2110,0.0,0.0,0.0,1.67,2.48,0.0
20180202:2210,0.0,0.0,0.0,1.29,2.48,0.0
20180202:2310,0.0,0.0,0.0,0.83,2.21,0.0
20180203:0010,0.0,0.0,0.0,0.32,2.07,0.0
20180203:0110,0.0,0.0,0.0,0.07,2.07,0.0
20180203:0210,0.0,0.0,0.0,0.28,2.34,0.0
20180203:0310,0.0,0.0,0.0,0.66,2.69,0.0
20180203:0410,0.0,0.0,0.0,0.84,2.83,0.0
20180203:0510,0.0,0.0,0.0,1.06,2.9,0.0
20180203:0610,0.0,0.0,0.0,1.03,2.9,0.0
20180203:0710,0.0,0.0,0.0,1.53,3.24,0.0
20180203:0810,315.21,364.87,9.89,1.2,2.9,0.0
20180203:0910,90.41,117.32,17.59,1.76,3.1,0.0
20180203:1010,246.84,287.45,23.47,2.6,3.45,0.0
20180203:1110,497.76,570.46,26.95,3.56,3.52,0.0
20180203:1210,128.81,161.4,27.6,4.22,3.38,0.0
20180203:1310,183.2,221.13,25.35,4.73,3.17,0.0
20180203:1410,90.71,119.55,20.47,5.27,2.76,0.0
20180203:1510,92.2,121.02,13.51,5.22,2.21,0.0
20180203:1610,5.21,15.59,5.04,4.81,1.24,0.0
20180203:1710,0.0,0.0,0.0,3.86,0.76,0.0
20180203:1810,0.0,0.0,0.0,3.88,0.62,0.0
20180203:1910,0.0,0.0,0.0,3.05,0.76,0.0
20180203:2010,0.0,0.0,0.0,2.03,1.1,0.0
20180203:2110,0.0,0.0,0.0,0.23,1.45,0.0
20180203:2210,0.0,0.0,0.0,-0.47,1.52,0.0
20180203:2310,0.0,0.0,0.0,-0.91,1.52,0.0
20180204:0010,0.0,0.0,0.0,-1.12,1.52,0.0
20180204:0110,0.0,0.0,0.0,-1.22,1.38,0.0
20180204:0210,0.0,0.0,0.0,-0.55,1.1,0.0
20180204:0310,0.0,0.0,0.0,0.02,0.97,0.0
20180204:0410,0.0,0.0,0.0,0.15,0.76,0.0
20180204:0510,0.0,0.0,0.0,0.17,0.76,0.0
20180204:0610,0.0,0.0,0.0,0.11,0.62,0.0
20180204:0710,0.0,0.0,0.0,0.29,0.34,0.0
20180204:0810,90.15,117.06,10.11,0.64,0.62,0.0
20180204:0910,45.46,66.95,17.84,1.89,0.48,0.0
20180204:1010,97.64,127.11,23.74,3.51,0.34,0.0
20180204:1110,454.16,534.9,27.24,4.16,0.62,0.0
20180204:1210,230.31,275.38,27.9,4.97,1.17,0.0
20180204:1310,419.14,492.22,25.64,6.01,1.52,0.0
20180204:1410,265.74,315.0,20.75,6.0,1.45,0.0
20180204:1510,129.11,162.93,13.78,6.08,1.52,0.0
20180204:1610,76.23,107.94,5.29,5.49,1.31,0.0
20180204:1710,0.0,0.0,0.0,4.38,1.72,0.0
20180204:1810,0.0,0.0,0.0,3.23,2.0,0.0
20180204:1910,0.0,0.0,0.0,1.92,1.86,0.0
20180204:2010,0.0,0.0,0.0,0.97,1.79,0.0
20180204:2110,0.0,0.0,0.0,1.03,1.72,0.0
20180204:2210,0.0,0.0,0.0,1.02,1.59,0.0
20180204:2310,0.0,0.0,0.0,0.98,1.45,0.0
20180205:0010,0.0,0.0,0.0,0.56,1.45,0.0
20180205:0110,0.0,0.0,0.0,0.23,1.38,0.0
20180205:0210,0.0,0.0,0.0,0.0,1.45,0.0
20180205:0310,0.0,0.0,0.0,-0.11,1.79,0.0
20180205:0410,0.0,0.0,0.0,-0.34,1.52,0.0
20180205:0510,0.0,0.0,0.0,-0.42,1.72,0.0
20180205:0610,0.0,0.0,0.0,-0.54,1.66,0.0
20180205:0710,0.0,0.0,0.0,0.03,1.03,0.0
20180205:0810,28.85,46.77,10.34,0.18,1.1,0.0
20180205:0910,17.07,32.1,18.09,0.89,1.1,0.0
20180205:1010,67.26,91.71,24.01,1.15,0.97,0.0
20180205:1110,142.62,175.66,27.53,1.47,0.69,0.0
20180205:1210,89.74,117.39,28.2,1.89,0.69,0.0
20180205:1310,62.91,87.13,25.94,2.1,0.83,0.0
20180205:1410,103.2,132.56,21.04,2.85,1.1,0.0
20180205:1510,24.01,41.27,14.05,3.03,1.17,0.0
20180205:1610,32.0,52.26,5.54,2.91,0.76,0.0
20180205:1710,0.0,0.0,0.0,2.36,0.83,0.0
20180205:1810,0.0,0.0,0.0,1.79,1.1,0.0
20180205:1910,0.0,0.0,0.0,1.29,0.9,0.0
20180205:2010,0.0,0.0,0.0,1.66,0.07,0.0
20180205:2110,0.0,0.0,0.0,0.14,0.97,0.0
20180205:2210,0.0,0.0,0.0,-0.22,1.03,0.0
20180205:2310,0.0,0.0,0.0,-0.9,0.9,0.0
20180206:0010,0.0,0.0,0.0,-1.79,0.76,0.0
20180206:0110,0.0,0.0,0.0,-1.62,0.69,0.0
20180206:0210,0.0,0.0,0.0,-1.65,0.55,0.0
20180206:0310,0.0,0.0,0.0,-1.4,0.34,0.0
20180206:0410,0.0,0.0,0.0,-1.02,0.28,0.0
20180206:0510,0.0,0.0,0.0,-0.96,0.28,0.0
20180206:0610,0.0,0.0,0.0,-0.95,0.41,0.0
20180206:0710,0.0,0.0,0.0,0.54,0.21,0.0
20180206:0810,21.34,37.6,10.57,0.87,0.34,0.0
20180206:0910,91.11,118.73,18.34,1.88,0.41,0.0
20180206:1010,640.88,773.1,24.29,3.56,0.34,0.0
20180206:1110,719.62,893.25,27.83,5.08,0.21,0.0
20180206:1210,400.11,476.07,28.51,5.67,0.21,0.0
20180206:1310,199.87,243.36,26.24,6.01,0.34,0.0
20180206:1410,61.6,87.13,21.33,6.38,0.69,0.0
20180206:1510,49.1,72.36,14.32,6.34,1.1,0.0
20180206:1610,0.0,5.5,5.79,5.55,2.07,0.0
20180206:1710,0.0,0.0,0.0,4.28,2.97,0.0
20180206:1810,0.0,0.0,0.0,3.08,3.38,0.0
20180206:1910,0.0,0.0,0.0,1.72,2.97,0.0
20180206:2010,0.0,0.0,0.0,1.37,2.62,0.0
20180206:2110,0.0,0.0,0.0,1.23,2.21,0.0
